ID	gene	chr	cds_start	cds_end	type
rna-XM_707883.2	XM_707883.2	NC_032089.1	357078	359466	mRNA
rna-XM_707882.2	XM_707882.2	NC_032089.1	361028	362930	mRNA
rna-XM_707881.2	XM_707881.2	NC_032089.1	364171	366307	mRNA
rna-XM_707880.1	XM_707880.1	NC_032089.1	366729	367860	mRNA
rna-XM_707878.2	XM_707878.2	NC_032089.1	367932	369807	mRNA
rna-XM_019475068.1	XM_019475068.1	NC_032089.1	372224	375440	mRNA
rna-XM_707876.1	XM_707876.1	NC_032089.1	375834	376554	mRNA
rna-XM_707875.1	XM_707875.1	NC_032089.1	376644	378174	mRNA
rna-XM_707874.2	XM_707874.2	NC_032089.1	378462	379650	mRNA
rna-XM_707872.2	XM_707872.2	NC_032089.1	380211	380784	mRNA
rna-XM_707871.2	XM_707871.2	NC_032089.1	381537	382092	mRNA
rna-XM_707870.1	XM_707870.1	NC_032089.1	382759	383590	mRNA
rna-XM_707869.2	XM_707869.2	NC_032089.1	383752	384670	mRNA
rna-XM_707868.2	XM_707868.2	NC_032089.1	384789	386280	mRNA
rna-XM_707867.2	XM_707867.2	NC_032089.1	386596	388924	mRNA
rna-XM_707866.2	XM_707866.2	NC_032089.1	389270	390800	mRNA
rna-XM_707865.2	XM_707865.2	NC_032089.1	391246	392764	mRNA
rna-XM_707864.2	XM_707864.2	NC_032089.1	393295	394360	mRNA
rna-XM_707863.2	XM_707863.2	NC_032089.1	395586	399411	mRNA
rna-XM_019475069.1	XM_019475069.1	NC_032089.1	400590	401977	mRNA
rna-XM_707861.1	XM_707861.1	NC_032089.1	402262	402769	mRNA
rna-XM_707860.1	XM_707860.1	NC_032089.1	403143	403689	mRNA
rna-XM_019475070.1	XM_019475070.1	NC_032089.1	405748	406027	mRNA
rna-XM_707859.2	XM_707859.2	NC_032089.1	406672	408310	mRNA
rna-XM_707858.2	XM_707858.2	NC_032089.1	411339	412368	mRNA
rna-XM_707857.2	XM_707857.2	NC_032089.1	412816	413818	mRNA
rna-XM_019475071.1	XM_019475071.1	NC_032089.1	414089	416273	mRNA
rna-XM_707855.2	XM_707855.2	NC_032089.1	416451	417075	mRNA
rna-XM_707854.2	XM_707854.2	NC_032089.1	417077	417521	mRNA
rna-XM_708662.2	XM_708662.2	NC_032089.1	418018	420493	mRNA
rna-XM_708664.2	XM_708664.2	NC_032089.1	421263	423846	mRNA
rna-XM_019475072.1	XM_019475072.1	NC_032089.1	425984	426615	mRNA
rna-XM_708665.2	XM_708665.2	NC_032089.1	427842	428838	mRNA
rna-XM_708666.2	XM_708666.2	NC_032089.1	429370	430510	mRNA
rna-XM_708667.2	XM_708667.2	NC_032089.1	430506	431994	mRNA
rna-XM_708668.2	XM_708668.2	NC_032089.1	432224	433841	mRNA
rna-XM_708669.2	XM_708669.2	NC_032089.1	434411	436049	mRNA
rna-XM_708670.1	XM_708670.1	NC_032089.1	442447	444235	mRNA
rna-XM_708671.2	XM_708671.2	NC_032089.1	449252	450800	mRNA
rna-XM_708673.2	XM_708673.2	NC_032089.1	452163	454191	mRNA
rna-XM_708674.1	XM_708674.1	NC_032089.1	454395	454902	mRNA
rna-XM_708675.1	XM_708675.1	NC_032089.1	454860	455823	mRNA
rna-XM_708676.2	XM_708676.2	NC_032089.1	456750	457911	mRNA
rna-XM_708677.1	XM_708677.1	NC_032089.1	458365	459304	mRNA
rna-XM_708678.2	XM_708678.2	NC_032089.1	459293	460130	mRNA
rna-XM_708679.2	XM_708679.2	NC_032089.1	461069	462782	mRNA
rna-XM_708680.2	XM_708680.2	NC_032089.1	462848	463859	mRNA
rna-XM_708681.2	XM_708681.2	NC_032089.1	465636	467649	mRNA
rna-XM_708682.1	XM_708682.1	NC_032089.1	469115	471743	mRNA
rna-XM_708683.2	XM_708683.2	NC_032089.1	474918	475644	mRNA
rna-XM_708684.2	XM_708684.2	NC_032089.1	475895	477035	mRNA
rna-XM_708685.2	XM_708685.2	NC_032089.1	477304	478183	mRNA
rna-XM_708686.2	XM_708686.2	NC_032089.1	478625	481568	mRNA
rna-XM_708687.2	XM_708687.2	NC_032089.1	482378	483590	mRNA
rna-XM_708688.1	XM_708688.1	NC_032089.1	483697	484063	mRNA
rna-XM_708689.1	XM_708689.1	NC_032089.1	484173	484539	mRNA
rna-XM_708691.2	XM_708691.2	NC_032089.1	484845	486477	mRNA
rna-XM_019475073.1	XM_019475073.1	NC_032089.1	487349	488196	mRNA
rna-XM_708692.1	XM_708692.1	NC_032089.1	489331	490138	mRNA
rna-XM_708694.2	XM_708694.2	NC_032089.1	490251	492177	mRNA
rna-XM_708695.2	XM_708695.2	NC_032089.1	492587	496217	mRNA
rna-XM_716332.2	XM_716332.2	NC_032089.1	498350	498953	mRNA
rna-XM_716333.2	XM_716333.2	NC_032089.1	499216	501709	mRNA
rna-XM_716334.2	XM_716334.2	NC_032089.1	502049	503384	mRNA
rna-XM_716335.2	XM_716335.2	NC_032089.1	504150	505224	mRNA
rna-XM_716336.2	XM_716336.2	NC_032089.1	505968	511662	mRNA
rna-XM_716337.2	XM_716337.2	NC_032089.1	515593	517525	mRNA
rna-XM_716339.2	XM_716339.2	NC_032089.1	518167	519169	mRNA
rna-XM_716340.2	XM_716340.2	NC_032089.1	520055	520586	mRNA
rna-XM_716341.2	XM_716341.2	NC_032089.1	521287	521950	mRNA
rna-XM_716342.1	XM_716342.1	NC_032089.1	522614	523085	mRNA
rna-XM_716343.1	XM_716343.1	NC_032089.1	523975	524734	mRNA
rna-XM_716344.1	XM_716344.1	NC_032089.1	524840	526862	mRNA
rna-XM_716345.1	XM_716345.1	NC_032089.1	527099	527726	mRNA
rna-XM_716346.1	XM_716346.1	NC_032089.1	528028	528760	mRNA
rna-XM_716347.1	XM_716347.1	NC_032089.1	530171	531908	mRNA
rna-XM_716348.2	XM_716348.2	NC_032089.1	532402	534163	mRNA
rna-XM_716351.1	XM_716351.1	NC_032089.1	537384	539079	mRNA
rna-XM_716352.2	XM_716352.2	NC_032089.1	540000	541512	mRNA
rna-XM_716353.2	XM_716353.2	NC_032089.1	541721	542600	mRNA
rna-XM_716354.1	XM_716354.1	NC_032089.1	544055	544805	mRNA
rna-XM_716355.2	XM_716355.2	NC_032089.1	545021	549395	mRNA
rna-XM_716357.1	XM_716357.1	NC_032089.1	549493	550573	mRNA
rna-XM_716358.2	XM_716358.2	NC_032089.1	550936	552376	mRNA
rna-XM_716359.2	XM_716359.2	NC_032089.1	552857	553373	mRNA
rna-XM_716360.2	XM_716360.2	NC_032089.1	553757	554360	mRNA
rna-XM_716362.2	XM_716362.2	NC_032089.1	554576	555404	mRNA
rna-XM_716363.2	XM_716363.2	NC_032089.1	555674	558101	mRNA
rna-XM_716364.2	XM_716364.2	NC_032089.1	558920	561449	mRNA
rna-XM_716365.1	XM_716365.1	NC_032089.1	562356	562659	mRNA
rna-XM_019475074.1	XM_019475074.1	NC_032089.1	564254	564428	mRNA
rna-XM_716366.2	XM_716366.2	NC_032089.1	565682	567173	mRNA
rna-XM_716367.2	XM_716367.2	NC_032089.1	567441	568635	mRNA
rna-XM_716368.1	XM_716368.1	NC_032089.1	574219	575107	mRNA
rna-XM_716369.2	XM_716369.2	NC_032089.1	575477	576398	mRNA
rna-XM_716370.2	XM_716370.2	NC_032089.1	576657	579045	mRNA
rna-XM_716371.1	XM_716371.1	NC_032089.1	579749	580802	mRNA
rna-XM_019475075.1	XM_019475075.1	NC_032089.1	581211	581508	mRNA
rna-XM_716372.1	XM_716372.1	NC_032089.1	581843	582602	mRNA
rna-XM_716373.1	XM_716373.1	NC_032089.1	582898	583951	mRNA
rna-XM_716374.2	XM_716374.2	NC_032089.1	584331	584934	mRNA
rna-XM_716375.2	XM_716375.2	NC_032089.1	585913	588472	mRNA
rna-XM_716376.2	XM_716376.2	NC_032089.1	588901	593116	mRNA
rna-XM_716377.2	XM_716377.2	NC_032089.1	593696	595466	mRNA
rna-XM_716378.2	XM_716378.2	NC_032089.1	598017	599733	mRNA
rna-XM_716379.2	XM_716379.2	NC_032089.1	600682	602722	mRNA
rna-XM_716380.1	XM_716380.1	NC_032089.1	603129	603732	mRNA
rna-XM_716381.1	XM_716381.1	NC_032089.1	604675	605542	mRNA
rna-XM_716383.2	XM_716383.2	NC_032089.1	605724	606483	mRNA
rna-XM_716384.1	XM_716384.1	NC_032089.1	607148	607523	mRNA
rna-XM_716386.2	XM_716386.2	NC_032089.1	607806	609984	mRNA
rna-XM_716387.1	XM_716387.1	NC_032089.1	610204	611635	mRNA
rna-XM_716388.2	XM_716388.2	NC_032089.1	611933	613046	mRNA
rna-XM_716389.2	XM_716389.2	NC_032089.1	613105	614473	mRNA
rna-XM_716390.2	XM_716390.2	NC_032089.1	614700	615219	mRNA
rna-XM_716391.1	XM_716391.1	NC_032089.1	615466	615844	mRNA
rna-XM_716392.1	XM_716392.1	NC_032089.1	615938	617726	mRNA
rna-XM_716393.2	XM_716393.2	NC_032089.1	618378	619644	mRNA
rna-XM_716394.1	XM_716394.1	NC_032089.1	620102	621131	mRNA
rna-XM_716395.2	XM_716395.2	NC_032089.1	622221	623538	mRNA
rna-XM_716396.2	XM_716396.2	NC_032089.1	628045	629806	mRNA
rna-XM_716397.1	XM_716397.1	NC_032089.1	630192	630513	mRNA
rna-XM_716399.1	XM_716399.1	NC_032089.1	631013	631622	mRNA
rna-XM_019475076.1	XM_019475076.1	NC_032089.1	632082	632838	mRNA
rna-XM_716400.2	XM_716400.2	NC_032089.1	633765	634524	mRNA
rna-XM_716401.2	XM_716401.2	NC_032089.1	635103	638259	mRNA
rna-XM_716403.1	XM_716403.1	NC_032089.1	638336	638966	mRNA
rna-XM_716405.2	XM_716405.2	NC_032089.1	639142	641560	mRNA
rna-XM_019475077.1	XM_019475077.1	NC_032089.1	641961	642642	mRNA
rna-XM_716407.2	XM_716407.2	NC_032089.1	643225	643996	mRNA
rna-XM_019475078.1	XM_019475078.1	NC_032089.1	645103	649550	mRNA
rna-XM_019475079.1	XM_019475079.1	NC_032089.1	650063	650956	mRNA
rna-XM_716409.2	XM_716409.2	NC_032089.1	651901	653134	mRNA
rna-XM_716411.2	XM_716411.2	NC_032089.1	653446	655201	mRNA
rna-XM_716412.2	XM_716412.2	NC_032089.1	655797	656274	mRNA
rna-XM_019475080.1	XM_019475080.1	NC_032089.1	656445	657201	mRNA
rna-XM_716413.2	XM_716413.2	NC_032089.1	657571	658543	mRNA
rna-XM_716414.2	XM_716414.2	NC_032089.1	658803	660771	mRNA
rna-XM_716415.1	XM_716415.1	NC_032089.1	660928	661792	mRNA
rna-XM_019475081.1	XM_019475081.1	NC_032089.1	662176	664336	mRNA
rna-XM_716417.2	XM_716417.2	NC_032089.1	668762	671960	mRNA
rna-XM_019475082.1	XM_019475082.1	NC_032089.1	672482	673838	mRNA
rna-XM_716419.1	XM_716419.1	NC_032089.1	675073	675868	mRNA
rna-XM_716420.1	XM_716420.1	NC_032089.1	677395	679090	mRNA
rna-XM_716421.2	XM_716421.2	NC_032089.1	679784	680210	mRNA
rna-XM_716423.1	XM_716423.1	NC_032089.1	680241	681462	mRNA
rna-XM_716424.2	XM_716424.2	NC_032089.1	681643	683680	mRNA
rna-XM_019475083.1	XM_019475083.1	NC_032089.1	683900	685105	mRNA
rna-XM_716427.1	XM_716427.1	NC_032089.1	685411	686344	mRNA
rna-XM_716428.1	XM_716428.1	NC_032089.1	686627	688511	mRNA
rna-XM_716431.2	XM_716431.2	NC_032089.1	688616	690020	mRNA
rna-XM_716432.2	XM_716432.2	NC_032089.1	690479	691616	mRNA
rna-XM_716434.1	XM_716434.1	NC_032089.1	691820	693329	mRNA
rna-XM_716435.2	XM_716435.2	NC_032089.1	694142	695732	mRNA
rna-XM_716436.2	XM_716436.2	NC_032089.1	696018	696900	mRNA
rna-XM_716439.1	XM_716439.1	NC_032089.1	697529	699398	mRNA
rna-XM_716440.2	XM_716440.2	NC_032089.1	701715	705948	mRNA
rna-XM_716442.2	XM_716442.2	NC_032089.1	706487	708377	mRNA
rna-XM_716443.1	XM_716443.1	NC_032089.1	709460	712127	mRNA
rna-XM_716445.2	XM_716445.2	NC_032089.1	712966	714244	mRNA
rna-XM_716446.2	XM_716446.2	NC_032089.1	715540	717490	mRNA
rna-XM_716447.2	XM_716447.2	NC_032089.1	717685	718510	mRNA
rna-XM_716448.2	XM_716448.2	NC_032089.1	719612	720668	mRNA
rna-XM_716450.1	XM_716450.1	NC_032089.1	721114	722551	mRNA
rna-XM_716452.2	XM_716452.2	NC_032089.1	723113	726743	mRNA
rna-XM_716453.2	XM_716453.2	NC_032089.1	727113	730086	mRNA
rna-XM_716454.2	XM_716454.2	NC_032089.1	731028	732438	mRNA
rna-XM_716455.2	XM_716455.2	NC_032089.1	732767	735644	mRNA
rna-XM_716456.2	XM_716456.2	NC_032089.1	736790	737672	mRNA
rna-XM_716457.2	XM_716457.2	NC_032089.1	738228	738852	mRNA
rna-XM_716458.2	XM_716458.2	NC_032089.1	739134	739680	mRNA
rna-XM_716459.2	XM_716459.2	NC_032089.1	740587	742033	mRNA
rna-XM_019475084.1	XM_019475084.1	NC_032089.1	742219	743984	mRNA
rna-XM_716462.2	XM_716462.2	NC_032089.1	744047	744458	mRNA
rna-XM_716463.1	XM_716463.1	NC_032089.1	744890	746333	mRNA
rna-XM_716464.2	XM_716464.2	NC_032089.1	746719	747754	mRNA
rna-XM_019475085.1	XM_019475085.1	NC_032089.1	749094	749193	mRNA
rna-XM_716465.1	XM_716465.1	NC_032089.1	749582	750410	mRNA
rna-XM_716466.1	XM_716466.1	NC_032089.1	750532	751084	mRNA
rna-XM_019475086.1	XM_019475086.1	NC_032089.1	751388	752110	mRNA
rna-XM_716467.2	XM_716467.2	NC_032089.1	752774	756314	mRNA
rna-XM_716468.1	XM_716468.1	NC_032089.1	756360	757074	mRNA
rna-XM_716469.1	XM_716469.1	NC_032089.1	757288	757795	mRNA
rna-XM_019475087.1	XM_019475087.1	NC_032089.1	758283	758523	mRNA
rna-XM_716470.2	XM_716470.2	NC_032089.1	758552	759638	mRNA
rna-XM_716471.2	XM_716471.2	NC_032089.1	761415	764853	mRNA
rna-XM_704883.2	XM_704883.2	NC_032089.1	765464	766517	mRNA
rna-XM_705092.2	XM_705092.2	NC_032089.1	767066	770930	mRNA
rna-XM_705090.2	XM_705090.2	NC_032089.1	773998	775771	mRNA
rna-XM_708548.2	XM_708548.2	NC_032089.1	776729	778577	mRNA
rna-XM_708547.2	XM_708547.2	NC_032089.1	781111	783955	mRNA
rna-XM_708546.1	XM_708546.1	NC_032089.1	784460	785012	mRNA
rna-XM_708545.1	XM_708545.1	NC_032089.1	785086	786874	mRNA
rna-XM_019475088.1	XM_019475088.1	NC_032089.1	788295	790142	mRNA
rna-XM_708543.2	XM_708543.2	NC_032089.1	790363	793585	mRNA
rna-XM_708542.1	XM_708542.1	NC_032089.1	795542	796823	mRNA
rna-XM_708541.1	XM_708541.1	NC_032089.1	797156	798089	mRNA
rna-XM_708540.2	XM_708540.2	NC_032089.1	798180	799359	mRNA
rna-XM_708539.2	XM_708539.2	NC_032089.1	801726	802836	mRNA
rna-XM_708538.2	XM_708538.2	NC_032089.1	803001	803994	mRNA
rna-XM_019475089.1	XM_019475089.1	NC_032089.1	804197	804467	mRNA
rna-XM_706860.2	XM_706860.2	NC_032089.1	806465	811433	mRNA
rna-XM_706861.2	XM_706861.2	NC_032089.1	813868	815560	mRNA
rna-XM_706863.2	XM_706863.2	NC_032089.1	820901	821264	mRNA
rna-XM_442675.2	XM_442675.2	NC_032089.1	823542	824613	mRNA
rna-XM_706865.2	XM_706865.2	NC_032089.1	825307	825823	mRNA
rna-XM_706866.2	XM_706866.2	NC_032089.1	825918	827970	mRNA
rna-XM_706867.2	XM_706867.2	NC_032089.1	828495	830040	mRNA
rna-XM_706868.2	XM_706868.2	NC_032089.1	830272	831781	mRNA
