	ID	Name	position_from_start	position_from_term	actual_count	downsampled_count
44	rna-XM_019475522.1	XM_019475522.1	384	66	34.0	18.0
45	rna-XM_712263.2	XM_712263.2	93	522	19.0	18.0
46	rna-XM_712267.2	XM_712267.2	655	683	31.0	18.0
47	rna-XM_707557.2	XM_707557.2	6350	301	19.0	18.0
48	rna-XM_707250.2	XM_707250.2	503	427	23.0	18.0
49	rna-XM_711115.2	XM_711115.2	388	1454	26.0	18.0
50	rna-XM_714238.1	XM_714238.1	893	658	20.0	18.0
51	rna-XM_714238.1	XM_714238.1	981	570	21.0	18.0
52	rna-XM_714238.1	XM_714238.1	1218	333	20.0	18.0
53	rna-XM_714238.1	XM_714238.1	1237	314	30.0	18.0
54	rna-XM_714238.1	XM_714238.1	1267	284	32.0	18.0
55	rna-XM_714345.2	XM_714345.2	53	769	49.0	18.0
56	rna-XM_713064.2	XM_713064.2	-89	839	32.0	18.0
57	rna-XM_713064.2	XM_713064.2	-81	831	45.0	18.0
58	rna-XM_713064.2	XM_713064.2	-80	830	140.0	18.0
59	rna-XM_713064.2	XM_713064.2	-22	772	52.0	18.0
60	rna-XM_713064.2	XM_713064.2	-13	763	22.0	18.0
61	rna-XM_713064.2	XM_713064.2	-9	759	38.0	18.0
62	rna-XM_019475113.1	XM_019475113.1	-13	412	20.0	18.0
63	rna-XM_713748.2	XM_713748.2	-13	451	42.0	18.0
64	rna-XM_713748.2	XM_713748.2	-10	448	24.0	18.0
65	rna-XM_713748.2	XM_713748.2	-7	445	28.0	18.0
66	rna-XM_019475144.1	XM_019475144.1	-28	349	19.0	18.0
67	rna-XM_019475147.1	XM_019475147.1	428	-14	155.0	18.0
68	rna-XM_717427.1	XM_717427.1	-6	366	20.0	18.0
69	rna-XM_019475216.1	XM_019475216.1	-19	502	62.0	18.0
70	rna-XM_019475217.1	XM_019475217.1	-23	593	23.0	18.0
71	rna-XM_019475231.1	XM_019475231.1	-31	370	34.0	18.0
72	rna-XM_019475256.1	XM_019475256.1	-22	379	62.0	18.0
73	rna-XM_705056.2	XM_705056.2	-19	1396	25.0	18.0
74	rna-XM_712709.1	XM_712709.1	-29	689	38.0	18.0
75	rna-XM_712708.1	XM_712708.1	2121	-93	38.0	18.0
76	rna-XM_716679.2	XM_716679.2	-42	603	45.0	18.0
77	rna-XM_716679.2	XM_716679.2	-38	599	36.0	18.0
78	rna-XM_716619.1	XM_716619.1	-26	524	19.0	18.0
79	rna-XM_019475322.1	XM_019475322.1	-10	439	39.0	18.0
80	rna-XM_019475328.1	XM_019475328.1	-26	464	144.0	18.0
81	rna-XM_019475328.1	XM_019475328.1	-7	445	22.0	18.0
82	rna-XM_715424.2	XM_715424.2	-51	393	27.0	18.0
83	rna-XM_715424.2	XM_715424.2	-45	387	27.0	18.0
84	rna-XM_715367.2	XM_715367.2	-42	1326	20.0	18.0
85	rna-XM_019475412.1	XM_019475412.1	-25	493	23.0	18.0
86	rna-XM_019475412.1	XM_019475412.1	-24	492	25.0	18.0
87	rna-XM_019475412.1	XM_019475412.1	-20	488	61.0	18.0
88	rna-XM_019475412.1	XM_019475412.1	-18	486	41.0	18.0
89	rna-XM_019475428.1	XM_019475428.1	-58	313	43.0	18.0
90	rna-XM_707412.1	XM_707412.1	-57	711	25.0	18.0
91	rna-XM_019475476.1	XM_019475476.1	-29	233	20.0	18.0
92	rna-XM_712263.2	XM_712263.2	-26	641	22.0	18.0
93	rna-XM_019475555.1	XM_019475555.1	-26	275	21.0	18.0
94	rna-XM_019475555.1	XM_019475555.1	-17	266	28.0	18.0
95	rna-XM_711115.2	XM_711115.2	-29	1871	29.0	18.0
96	rna-XM_711115.2	XM_711115.2	-26	1868	22.0	18.0
97	rna-XM_711122.1	XM_711122.1	-28	388	63.0	18.0
98	rna-XM_019475575.1	XM_019475575.1	-58	253	30.0	18.0
